{
[(16732,24332,222)(16628,24436,230)(16844,24548,222)]
[(16732,24332,222)(16844,24548,222)(16852,24544,222)]
[(16732,24332,222)(16852,24544,222)(16972,24216,222)]
[(17292,23720,222)(16988,24188,222)(16988,24200,222)]
[(16852,24544,222)(17292,23720,222)(16988,24200,222)]
[(17224,23716,222)(17104,23592,235)(16864,23712,222)]
[(16988,24200,222)(16972,24216,222)(16852,24544,222)]
[(17292,23720,222)(17224,23716,222)(16864,23712,222)]
[(17292,23720,222)(16864,23712,222)(16748,23952,228)]
[(17292,23720,222)(16748,23952,228)(16988,24188,222)]
[(16892,24524,222)(16872,24564,222)(16884,24576,222)]
[(16892,24524,222)(16884,24576,222)(17408,24576,228)]
[(16892,24524,222)(17408,24576,228)(17408,23716,222)]
[(16892,24524,222)(17408,23716,222)(17324,23716,222)]
[(17408,24576,228)(16884,24576,222)(17104,24800,222)]
[(17408,24576,228)(17104,24800,222)(17408,24800,228)]
[(18332,22972,233)(18104,22860,235)(18104,22960,225)]
[(18332,22972,233)(18104,22960,225)(18228,23080,225)]
[(18432,23552,228)(18228,23332,222)(18216,23344,222)]
[(18432,23128,228)(18332,22972,233)(18228,23080,225)]
[(18432,23128,228)(18228,23080,225)(18228,23332,222)]
[(18432,23128,228)(18228,23332,222)(18432,23552,228)]
[(18092,23344,253)(17844,23468,228)(17764,23552,228)]
[(18092,23344,253)(17764,23552,228)(18432,23552,228)]
[(18092,23344,253)(18432,23552,228)(18216,23344,222)]
[(18432,23552,228)(17764,23552,228)(17600,23716,222)]
[(18432,23552,228)(17600,23716,222)(17408,24576,228)]
[(18432,23552,228)(17408,24576,228)(18432,24576,225)]
[(17600,23716,222)(17408,23716,222)(17408,24576,228)]
[(18344,24800,225)(18432,24844,230)(18432,24576,225)]
[(18344,24800,225)(18432,24576,225)(17408,24576,228)]
[(18344,24800,225)(17408,24576,228)(17408,24800,228)]
[(18584,23348,225)(18432,23128,228)(18432,23552,228)]
[(19076,23552,233)(18956,23468,238)(18824,23468,228)]
[(19076,23552,233)(18824,23468,228)(18432,23552,228)]
[(18432,23552,228)(18824,23468,228)(18584,23348,225)]
[(19456,23776,228)(19440,23716,230)(19320,23716,222)]
[(19456,23776,228)(19320,23716,222)(19456,24576,228)]
[(19320,23716,222)(19076,23552,233)(18432,23552,228)]
[(19320,23716,222)(18432,23552,228)(18432,24576,225)]
[(19320,23716,222)(18432,24576,225)(19456,24576,228)]
[(19340,25432,235)(19448,25540,233)(19456,25540,233)]
[(19340,25432,235)(19456,25540,233)(19456,24576,228)]
[(19340,25432,235)(19456,24576,228)(19340,25304,225)]
[(19456,24576,228)(18432,24576,225)(18840,24924,233)]
[(19456,24576,228)(18840,24924,233)(19080,25044,235)]
[(18432,24576,225)(18432,24844,230)(18584,24924,243)]
[(18432,24576,225)(18584,24924,243)(18840,24924,233)]
[(19080,25044,235)(19340,25304,225)(19456,24576,228)]
[(19556,24076,222)(19456,23776,228)(19456,24576,228)]
[(19568,24088,222)(19556,24076,222)(19456,24576,228)]
[(20384,24576,228)(20072,24336,235)(19936,24332,225)]
[(20384,24576,228)(19936,24332,225)(19456,24576,228)]
[(19456,24576,228)(19936,24332,225)(19568,24088,222)]
[(19948,25540,222)(20008,25600,222)(20480,25600,225)]
[(19948,25540,222)(20480,25600,225)(20480,24648,225)]
[(20480,24648,225)(20384,24576,228)(19456,24576,228)]
[(20480,24648,225)(19456,24576,228)(19456,25540,233)]
[(20480,24648,225)(19456,25540,233)(19948,25540,222)]
[(20008,25600,222)(20068,25664,222)(20196,25664,222)]
[(20008,25600,222)(20196,25664,222)(20480,25600,225)]
[(20480,25948,222)(20480,25600,225)(20196,25664,222)]
[(20480,27648,222)(20480,27504,222)(20452,27528,222)]
[(20480,27648,222)(20452,27528,222)(20452,27648,222)]
[(20480,27648,222)(20452,27648,222)(20452,28024,222)]
[(20480,27648,222)(20452,28024,222)(20480,28048,222)]
[(20928,24828,230)(20688,24704,230)(20556,24704,225)]
[(20928,24828,230)(20556,24704,225)(20480,25600,225)]
[(21420,24952,238)(21060,24828,238)(20928,24828,230)]
[(21420,24952,238)(20928,24828,230)(20480,25600,225)]
[(21420,24952,238)(20480,25600,225)(21504,25600,225)]
[(21504,25600,225)(21504,24952,238)(21420,24952,238)]
[(20556,24704,225)(20480,24648,225)(20480,25600,225)]
[(20820,26288,222)(20820,26416,222)(20944,26536,222)]
[(20820,26288,222)(20944,26536,222)(21504,26624,222)]
[(20944,26536,222)(20944,26624,222)(21504,26624,222)]
[(20480,25600,225)(20480,25948,222)(20820,26288,222)]
[(20480,25600,225)(20820,26288,222)(21504,26624,222)]
[(20480,25600,225)(21504,26624,222)(21504,25600,225)]
[(20572,27412,222)(20480,27504,222)(20480,27648,222)]
[(20812,27172,222)(20684,27172,235)(20572,27284,225)]
[(20812,27172,222)(20572,27284,225)(20572,27412,222)]
[(20944,26624,222)(20944,26788,230)(21064,26904,222)]
[(20944,26624,222)(21064,26904,222)(21504,26624,222)]
[(20812,27172,222)(20572,27412,222)(20480,27648,222)]
[(20812,27172,222)(20480,27648,222)(21504,27648,222)]
[(20812,27172,222)(21504,27648,222)(21504,26624,222)]
[(20812,27172,222)(21504,26624,222)(21064,26920,222)]
[(21504,26624,222)(21064,26904,222)(21064,26920,222)]
[(21176,28624,222)(21304,28624,222)(21504,28420,222)]
[(21176,28624,222)(21504,28420,222)(21504,27648,222)]
[(21176,28624,222)(21504,27648,222)(20480,27648,222)]
[(21176,28624,222)(20480,27648,222)(20812,28256,222)]
[(20480,28048,222)(20684,28256,222)(20812,28256,222)]
[(20480,28048,222)(20812,28256,222)(20480,27648,222)]
[(22528,25600,222)(22528,25072,222)(22172,24952,230)]
[(22528,25600,222)(22172,24952,230)(21504,24952,238)]
[(22528,25600,222)(21504,24952,238)(21504,25600,225)]
[(21504,26624,222)(22528,26624,222)(22528,25600,222)]
[(21504,26624,222)(22528,25600,222)(21504,25600,225)]
[(21504,27648,222)(22528,27648,225)(22528,26624,222)]
[(21504,27648,222)(22528,26624,222)(21504,26624,222)]
[(21504,27648,222)(21504,28140,222)(21784,28140,222)]
[(21504,27648,222)(21784,28140,222)(21796,28140,222)]
[(21808,28152,225)(21808,28260,240)(21820,28264,240)]
[(21808,28152,225)(21820,28264,240)(22284,28380,233)]
[(21504,28420,222)(21784,28140,222)(21504,28140,222)]
[(21796,28140,222)(21808,28152,225)(22284,28380,233)]
[(21796,28140,222)(22284,28380,233)(22528,28380,228)]
[(21796,28140,222)(22528,28380,228)(22528,27648,225)]
[(21796,28140,222)(22528,27648,225)(21504,27648,222)]
[(23520,24828,238)(23412,24720,253)(23412,24816,228)]
[(23520,24828,238)(23412,24816,228)(23400,24828,228)]
[(23520,24828,238)(23400,24828,228)(23552,24840,238)]
[(22544,25072,222)(22528,25072,222)(22528,25600,222)]
[(23552,24840,238)(23400,24828,228)(23024,24828,228)]
[(23552,24840,238)(23024,24828,228)(22544,25072,222)]
[(23552,24840,238)(22544,25072,222)(22528,25600,222)]
[(23552,24840,238)(22528,25600,222)(23552,25600,225)]
[(22528,26624,222)(23552,26624,225)(23552,25600,225)]
[(22528,26624,222)(23552,25600,225)(22528,25600,222)]
[(22528,27648,225)(23552,27648,225)(23552,26624,225)]
[(22528,27648,225)(23552,26624,225)(22528,26624,222)]
[(23032,28624,225)(23080,28672,225)(23552,28672,225)]
[(22528,27648,225)(22528,28380,228)(22544,28380,228)]
[(22544,28380,228)(23032,28624,225)(23552,28672,225)]
[(22544,28380,228)(23552,28672,225)(23552,27648,225)]
[(22544,28380,228)(23552,27648,225)(22528,27648,225)]
[(23552,28672,225)(23080,28672,225)(23288,28880,225)]
[(23412,29376,222)(23412,29696,228)(23552,29696,222)]
[(23288,28880,225)(23288,29256,233)(23412,29376,222)]
[(23552,28672,225)(23288,28880,225)(23412,29376,222)]
[(23552,28672,225)(23412,29376,222)(23552,29696,222)]
[(23536,30612,235)(23536,30720,235)(23552,30720,233)]
[(23536,30612,235)(23552,30720,233)(23552,29696,222)]
[(23552,29696,222)(23412,29696,228)(23412,30008,233)]
[(23412,30008,233)(23292,30372,243)(23536,30612,235)]
[(23412,30008,233)(23536,30612,235)(23552,29696,222)]
[(23288,31728,248)(23288,31744,248)(23552,31744,225)]
[(23288,31728,248)(23552,31744,225)(23536,31240,228)]
[(23552,30720,233)(23536,30720,235)(23536,31240,228)]
[(23552,30720,233)(23536,31240,228)(23552,31744,225)]
[(23288,32768,240)(23552,32768,225)(23552,31744,225)]
[(23288,32768,240)(23552,31744,225)(23288,31744,248)]
[(23552,32768,225)(23288,32768,240)(23288,32960,245)]
[(23552,32768,225)(23288,32960,245)(23552,33392,243)]
[(24576,25600,222)(24576,25196,238)(24136,25196,233)]
[(24136,25196,233)(23896,24952,263)(23552,24840,238)]
[(23552,25600,225)(24576,25600,222)(24136,25196,233)]
[(23552,25600,225)(24136,25196,233)(23552,24840,238)]
[(23552,26624,225)(24576,26624,222)(24576,25600,222)]
[(23552,26624,225)(24576,25600,222)(23552,25600,225)]
[(24324,27648,222)(24576,27648,222)(24576,27408,222)]
[(24324,27648,222)(24576,27408,222)(24044,27088,225)]
[(24324,27648,222)(24044,27088,225)(23872,27380,225)]
[(23552,26624,225)(24032,27056,225)(24052,27056,225)]
[(23552,27648,225)(23844,27364,225)(24032,27056,225)]
[(23552,27648,225)(24032,27056,225)(23552,26624,225)]
[(23552,27648,225)(24260,27648,222)(23836,27392,225)]
