{
[(25600,26624,382)(25576,26596,382)(25548,26580,382)]
[(25600,26624,382)(25548,26580,382)(25512,26624,382)]
[(30684,26624,382)(30720,26624,382)(30720,26596,382)]
[(30720,26624,382)(31424,26624,382)(31148,26264,382)]
[(30720,26624,382)(31148,26264,382)(30720,26596,382)]
[(31744,26624,382)(31744,26492,382)(31524,26468,382)]
[(31744,26624,382)(31524,26468,382)(31508,26624,382)]
[(31744,26624,382)(32768,26624,382)(32768,26600,382)]
[(31744,26624,382)(32768,26600,382)(31744,26492,382)]
[(32768,26624,382)(32956,26624,382)(32768,26600,382)]
[(37888,26624,382)(37888,25896,382)(37284,25828,382)]
[(37888,26624,382)(37284,25828,382)(37200,26624,382)]
[(37996,26624,382)(38028,26624,382)(38004,26608,382)]
[(37888,25896,382)(38220,26556,382)(38232,26556,382)]
[(37988,26576,382)(38012,26576,382)(38220,26556,382)]
[(37988,26576,382)(38220,26556,382)(37888,25896,382)]
[(38240,26624,382)(38248,26612,382)(38224,26592,382)]
[(38240,26624,382)(38224,26592,382)(38196,26624,382)]
[(38100,26624,382)(38152,26624,382)(38220,26556,382)]
[(38100,26624,382)(38220,26556,382)(38012,26576,382)]
[(37888,26624,382)(37960,26624,382)(37988,26576,382)]
[(37888,26624,382)(37988,26576,382)(37888,25896,382)]
[(38284,26608,382)(38284,26624,382)(38912,26624,382)]
[(38232,26556,382)(38284,26608,382)(38912,26624,382)]
[(38232,26556,382)(38912,26624,382)(38912,26008,382)]
[(38232,26556,382)(38912,26008,382)(37888,25896,382)]
[(38912,26624,382)(39548,26624,382)(39608,26080,382)]
[(38912,26624,382)(39608,26080,382)(38912,26008,382)]
[(25104,27064,382)(25112,27080,382)(25120,27080,382)]
[(25120,27080,382)(25160,27124,382)(25168,27124,382)]
[(25168,27124,382)(25208,27168,382)(25216,27168,382)]
[(25104,27064,382)(25120,27080,382)(25168,27124,382)]
[(25104,27064,382)(25168,27124,382)(25216,27168,382)]
[(25332,27604,382)(25444,27648,382)(25600,27648,382)]
[(25332,27604,382)(25600,27648,382)(25428,27364,382)]
[(25600,27648,382)(25600,26624,382)(25428,27364,382)]
[(25104,27064,382)(25216,27168,382)(25428,27364,382)]
[(25104,27064,382)(25428,27364,382)(25600,26624,382)]
[(25104,27064,382)(25600,26624,382)(25512,26624,382)]
[(26316,27280,382)(25752,26748,382)(25736,26748,382)]
[(25932,26748,382)(25880,26672,382)(25864,26660,382)]
[(25932,26748,382)(25864,26660,382)(25752,26748,382)]
