{
[(7932,2048,544)(7908,2040,544)(7860,2040,544)]
[(7932,2048,544)(7860,2040,544)(7832,2048,544)]
[(8044,2088,544)(7972,2052,544)(7932,2048,544)]
[(8044,2088,544)(7932,2048,544)(7832,2048,544)]
[(8044,2088,544)(7832,2048,544)(8132,2216,544)]
[(8044,2088,544)(8132,2216,544)(8100,2144,544)]
[(7832,2048,544)(7792,2052,544)(7716,2092,544)]
[(7832,2048,544)(7716,2092,544)(7668,2140,544)]
[(7832,2048,544)(7668,2140,544)(7644,2196,544)]
[(8192,3072,536)(8192,2232,536)(8148,2232,544)]
[(7832,2048,544)(7644,2196,544)(7616,2232,544)]
[(7616,2232,544)(7556,2232,536)(7556,3072,536)]
[(8148,2232,544)(8132,2216,544)(7832,2048,544)]
[(8148,2232,544)(7832,2048,544)(7616,2232,544)]
[(8148,2232,544)(7616,2232,544)(7556,3072,536)]
[(8148,2232,544)(7556,3072,536)(8192,3072,536)]
[(8192,3072,536)(8200,3072,536)(8200,2232,536)]
[(8192,3072,536)(8200,2232,536)(8192,2232,536)]
[(7556,4096,536)(8192,4096,536)(8192,3072,536)]
[(7556,4096,536)(8192,3072,536)(7556,3072,536)]
[(8192,4096,536)(8200,4096,536)(8200,3072,536)]
[(8192,4096,536)(8200,3072,536)(8192,3072,536)]
[(7168,5120,544)(7168,4924,544)(7000,5008,544)]
[(7168,5120,544)(7000,5008,544)(6892,5120,544)]
[(7544,4776,544)(7424,4792,544)(7168,4924,544)]
[(7544,4776,544)(7168,4924,544)(7168,5120,544)]
[(7544,4776,544)(7168,5120,544)(8192,5120,544)]
[(7556,4764,544)(7544,4776,544)(8192,5120,544)]
[(8192,4096,536)(7556,4096,536)(7556,4764,544)]
[(8192,4096,536)(7556,4764,544)(8192,5120,544)]
[(8192,5120,544)(8904,5120,544)(8796,5008,544)]
[(8192,5120,544)(8796,5008,544)(8372,4792,544)]
[(8192,5120,544)(8372,4792,544)(8228,4772,544)]
[(8200,4756,544)(8200,4096,536)(8192,4096,536)]
[(8200,4756,544)(8192,4096,536)(8192,5120,544)]
[(8192,5120,544)(8228,4772,544)(8200,4756,544)]
[(3804,6016,544)(3748,6072,544)(3716,6144,544)]
[(3804,6016,544)(3716,6144,544)(4096,6144,544)]
[(3804,6016,544)(4096,6144,544)(4096,5904,536)]
[(3804,6016,544)(4096,5904,536)(3888,5972,544)]
[(4096,5904,536)(3888,5904,536)(3888,5972,544)]
[(4096,6144,544)(5120,6144,536)(5120,5904,536)]
[(4096,6144,544)(5120,5904,536)(4096,5904,536)]
[(5120,6144,536)(6144,6144,536)(6144,5904,536)]
[(5120,6144,536)(6144,5904,536)(5120,5904,536)]
[(6464,5752,544)(6456,5756,544)(6436,5892,544)]
[(6424,5904,544)(6144,5904,536)(6144,6144,536)]
[(6424,5904,544)(6144,6144,536)(7168,6144,544)]
[(7168,5120,544)(6892,5120,544)(6668,5340,544)]
[(7168,5120,544)(6668,5340,544)(6464,5752,544)]
[(7168,5120,544)(6464,5752,544)(6436,5892,544)]
[(7168,5120,544)(6436,5892,544)(7168,6144,544)]
[(6436,5892,544)(6424,5904,544)(7168,6144,544)]
[(7168,6144,544)(8192,6144,578)(8192,5120,544)]
[(7168,6144,544)(8192,5120,544)(7168,5120,544)]
[(9216,5528,544)(9124,5336,544)(8904,5120,544)]
[(9216,5528,544)(8904,5120,544)(8192,5120,544)]
[(9216,5528,544)(8192,5120,544)(8192,6144,578)]
[(9216,5528,544)(8192,6144,578)(9216,6144,544)]
[(9216,6144,544)(9364,5936,544)(9340,5760,544)]
[(9216,6144,544)(9340,5760,544)(9216,5528,544)]
[(9392,5968,548)(9380,5968,544)(9216,6144,544)]
[(9216,6144,544)(9380,5968,544)(9364,5936,544)]
[(10240,5956,302)(9400,5956,546)(9392,5968,548)]
[(9392,5968,548)(9216,6144,544)(10240,6144,302)]
[(9392,5968,548)(10240,6144,302)(10240,5956,302)]
[(11264,6144,310)(11264,5872,310)(11216,5956,310)]
[(10240,6144,302)(11264,6144,310)(11216,5956,310)]
[(10240,6144,302)(11216,5956,310)(10240,5956,302)]
[(12104,5536,310)(11904,5504,310)(11856,5504,310)]
[(12104,5536,310)(11856,5504,310)(12288,5632,310)]
[(11452,5640,310)(11300,5792,310)(11264,5872,310)]
[(11856,5504,310)(11656,5536,310)(11452,5640,310)]
[(11452,5640,310)(11264,5872,310)(11264,6144,310)]
[(11452,5640,310)(11264,6144,310)(12288,6144,310)]
[(11452,5640,310)(12288,6144,310)(12288,5632,310)]
[(11452,5640,310)(12288,5632,310)(11856,5504,310)]
[(12580,6144,310)(12556,5984,310)(12548,5980,310)]
[(12456,5788,310)(12308,5640,310)(12288,5632,310)]
[(12456,5788,310)(12288,5632,310)(12288,6144,310)]
[(12456,5788,310)(12288,6144,310)(12580,6144,310)]
[(12456,5788,310)(12580,6144,310)(12548,5980,310)]
[(3716,6144,544)(3708,6152,544)(3696,6228,544)]
[(3716,6144,544)(3696,6228,544)(3708,6316,544)]
[(3708,6316,544)(3748,6396,544)(3804,6452,544)]
[(3708,6316,544)(3804,6452,544)(3888,6496,544)]
