skill_idÕÐÊ½ID	skill_lvl¼¼ÄÜµÈ¼¶	valid	consume_idÏûºÄID	pro_limitÖ°ÒµÏÞÖÆ	jingjie_limit¾³½çÏÞÖÆ	lvl_limitµÈ¼¶ÏÞÖÆ	skill_rune_0ÎÞ·ûÎÄ¼¼ÄÜID	skill_rune_1·ûÎÄ1¼¼ÄÜID	skill_rune_2·ûÎÄ2¼¼ÄÜID	skill_rune_3·ûÎÄ3¼¼ÄÜID	·ûÎÄ1¿ªÆô½ÇÉ«µÈ¼¶	·ûÎÄ2¿ªÆô½ÇÉ«µÈ¼¶	·ûÎÄ3¿ªÆô½ÇÉ«µÈ¼¶	Ð§¹ûÃèÊö(·¨ÇòÐ§¹ûµÄ¿Í»§¶ËÏÔÊ¾¶ÁµÄÒ²ÊÇÕâ¸ö×Ö¶Î)	¼¼ÄÜÃû³Æ	¼¼ÄÜÍ¼±ê	·ûÎÄÍ¼±ê	¼¼ÄÜÑÕÉ«	¼¼ÄÜÕ½Á¦	Î´³öÕ½·¨Æ÷Õ½Á¦	·¨Æ÷ÊôÐÔ³Ø	Éý¼¶×´Ì¬ÏÞÖÆ	»ê·¨Æ÷ÀàÐÍ£¨0ÆÕÍ¨£¬1»ê£©	¼¼ÄÜÐ§¹û±íÊö²ÎÊý1	¼¼ÄÜÐ§¹û±íÊö²ÎÊý2	¼¼ÄÜÐ§¹û±íÊö²ÎÊý3
[K][C][S]ID	[K][C][S]Lvl	0	[C][S]ConsumeID	[C][S]Pro_Limit	[C][S]Realm_Limit	[C][S]Lvl_Limit	[C][S]Rune0	[C][S]Rune1	[C][S]Rune2	[C][S]Rune3	[C][S]Rune_Level1	[C][S]Rune_Level2	[C][S]Rune_Level3	[C]EffectDesc	[C]Name	[C]ImageID	[C]RuneImageID	[C][S]Color	[C][S]EquipedScore	[C][S]ActivedScore	[C][S]AttrPoolId	[C][S]state_limit_id	[C]SoulMagic	[C]FormatStrParam1	[C]FormatStrParam2	[C]FormatStrParam3
1001	1	1	0	11	0	0	1001	0	0	0	0	0	0	¡°¡±	½£Ê½¡¤´Ì	skill11_000	0	1	0	0	0	0	0	29.00%	161	0
1001	2	1	0	11	0	0	1001	0	0	0	0	0	0	¡°¡±	½£Ê½¡¤´Ì	skill11_000	0	1	0	0	0	0	0	29.00%	168	0
1001	3	1	0	11	0	0	1001	0	0	0	0	0	0	¡°¡±	½£Ê½¡¤´Ì	skill11_000	0	1	0	0	0	0	0	29.00%	175	0
1001	4	1	0	11	0	0	1001	0	0	0	0	0	0	¡°¡±	½£Ê½¡¤´Ì	skill11_000	0	1	0	0	0	0	0	29.00%	182	0
1001	5	1	0	11	1	0	1001	0	0	0	0	0	0	¡°¡±	½£Ê½¡¤´Ì	skill11_000	0	1	0	0	0	0	0	31.00%	202	0
1001	6	1	0	11	1	0	1001	0	0	0	0	0	0	¡°¡±	½£Ê½¡¤´Ì	skill11_000	0	1	0	0	0	0	0	31.00%	210	0
1001	7	1	0	11	1	0	1001	0	0	0	0	0	0	¡°¡±	½£Ê½¡¤´Ì	skill11_000	0	1	0	0	0	0	0	31.00%	218	0
1001	8	1	0	11	2	0	1001	0	0	0	0	0	0	¡°¡±	½£Ê½¡¤´Ì	skill11_000	0	1	0	0	0	0	0	31.00%	227	0
1001	9	1	0	11	2	0	1001	0	0	0	0	0	0	¡°¡±	½£Ê½¡¤´Ì	skill11_000	0	1	0	0	0	0	0	31.00%	258	0
